12.01125526,11.96875763,11.86403179,12.1605854,12.18053818,12.09380054,12.30041027,12.25483704,11.92444992,12.19314957,12.22907257,12.05375957,12.38645935,12.06716442,12.08066559,12.18249321,12.08236694,12.0023756,11.92850494,12.1467762,12.27848816,12.07343388,9.096229553
11.79490757,12.08732319,12.33043098,12.13435936,12.18608856,12.130023,12.14784718,12.30940723,12.02952576,12.27317047,12.14825535,12.15178776,12.0163269,12.12931538,12.21802139,12.03772449,12.16708183,12.10919476,12.13121414,12.01320553,12.15889931,12.28313446,9.019578934
12.14261723,12.21976185,12.42486954,12.05588436,12.20692444,12.12571812,12.02870178,12.19079018,12.03093052,12.3694973,12.15056229,12.20370483,11.98059368,11.9551239,12.11469078,11.75463009,11.94169426,12.10778713,12.16453648,12.06987572,12.13931656,12.17893028,7.917208672
12.14020443,12.17898178,12.00474262,12.02604866,12.04413033,12.11700821,12.10141277,11.92833996,11.98704529,12.09233189,11.99833965,12.06685448,12.22257614,12.04264069,11.96192837,11.79219627,11.84479237,11.99498177,12.30129242,12.1626482,12.01271439,12.17704487,7.452093124
12.0294199,12.14962673,12.27569103,11.94216251,12.21126461,12.2921524,12.07925797,12.08434391,12.24587727,12.2919035,12.02858067,12.10065842,12.09292793,12.22933674,12.2190237,11.95885849,11.91484928,11.96186447,12.17267036,11.88598251,12.10887718,12.22964764,8.583011627
12.23779011,12.28342152,12.21532154,12.41643524,12.10266209,12.01760101,11.95259571,12.46889877,11.71799278,12.16302967,11.95325851,11.92525196,11.95427036,12.08031464,12.01126385,12.10224819,12.12347126,12.12491322,12.05480289,11.92746067,12.3401556,12.05221367,7.470928669
12.22357178,11.95804214,12.09235764,12.05251026,12.07175541,11.93703556,11.78942204,12.06736088,12.0229187,12.32931614,12.27980518,11.79112244,11.99495125,12.03419781,12.16374111,12.21595001,12.07720757,12.32809448,12.09485912,12.13419628,12.03386211,11.85230064,7.176194668
12.02205467,11.98761177,12.23958111,12.2950573,12.19872761,11.75505257,12.22415924,12.06042671,12.06104469,11.81607914,11.90768909,12.15214252,12.04937363,12.27135944,12.10020638,12.34588242,12.25100899,12.0796299,12.11933517,12.19767857,12.09627724,12.1257267,4.983122349
11.73294449,12.16345024,11.87706852,11.83617973,12.04016113,11.92996979,12.16187954,12.18025017,11.92129517,11.77517319,12.13553715,11.77153206,12.18708324,12.12496281,12.15238094,12.00437927,12.11795235,12.15069675,12.13362503,12.10942745,11.98352432,11.98104382,5.433973789
12.22710991,12.12446594,11.93682194,12.1553669,12.07129478,12.24790668,12.10584164,12.21918488,12.29946613,12.15061092,11.87660313,11.9980669,11.95636845,12.12764263,12.32758713,12.12975025,12.26999378,12.3469553,12.25082684,11.85285759,12.07360268,11.86239243,6.066226006
12.15628719,12.14333344,11.88517761,12.24329472,11.70981598,12.04045296,11.98769474,12.17546749,12.28018665,11.8624506,11.96299839,11.76284599,12.24488449,11.97943401,11.8611412,11.36107159,12.22319508,12.02841091,11.91232681,12.21990871,11.81484795,11.97836876,6.315014362
12.0407238,12.20160484,11.94747639,12.17470455,12.08334064,12.01259518,12.04940987,12.04643726,11.84255028,11.9160347,11.54284954,11.99065781,11.75968552,11.36274624,11.74775314,11.72809887,11.18182755,11.79365921,11.81998539,12.33778191,12.25290966,11.91022205,7.382505417
12.10464478,12.00841713,11.79047298,12.01024437,12.078825,11.87838268,12.1381216,12.15949821,11.48066807,11.91343212,11.47434998,11.95632458,11.66073608,11.5793314,11.56217194,11.15175533,11.70343971,12.28288841,11.11282063,11.35812569,11.76239681,12.10192204,6.899393082
11.45718002,11.99203205,11.62267208,11.984128,11.5209856,11.8157444,11.37472057,11.20214176,11.47646999,11.03086376,11.53802967,11.12421036,11.11190987,10.52323627,11.52394581,11.49152184,10.92509842,11.04218483,11.11004066,10.78059483,10.75551033,11.28067303,5.887244225
11.31379318,10.9157362,11.2862711,12.22296143,11.6309042,11.70534134,11.48016834,11.33288479,11.2856636,10.93601513,11.74167538,10.75925064,10.62827682,10.2786293,10.53824043,10.94714832,10.83007431,11.09378338,10.90592194,10.15752125,10.01054001,10.39788628,6.300871849
11.53341675,11.57156181,11.69497967,11.61168766,11.82642078,11.09002972,11.54080486,11.67535591,10.94490147,11.09193134,11.43379688,11.33403683,10.82337284,10.56085777,10.55713081,10.77541637,10.26423836,10.08989716,10.00675964,9.63763237,9.485006332,10.04190636,5.915664196
10.84147167,10.44651222,10.87784863,11.45557213,10.6746645,10.70234394,10.72088623,11.02968216,11.20181465,11.32714653,11.30815506,11.3837986,10.96052074,10.64644527,9.801951408,10.35179901,10.88096237,10.77297688,10.62259102,9.707734108,9.920624733,8.946715355,5.222726345
9.610987663,9.166944504,9.521048546,9.078298569,10.24267578,10.77366734,11.5432291,11.00813675,11.08318901,11.24766731,11.27110195,11.70368004,11.14229298,11.23698425,10.7090683,10.35131168,10.39052391,10.82851028,10.33824825,9.587288857,9.192482948,8.443403244,5.416400909
9.085565567,9.348319054,9.331189156,9.691699982,10.51026821,10.51613808,10.33153057,10.7809124,11.21068668,10.91254425,10.34008884,10.35849571,10.80177975,11.26686001,10.68759346,10.30267239,9.318567276,9.667819977,9.381946564,9.189078331,8.326539993,7.688480854,5.150092125
9.047101974,9.903839111,9.836239815,9.397737503,9.964863777,9.678203583,9.738337517,10.02016735,10.43620872,9.609582901,9.664358139,10.36015034,10.98559666,10.25453281,9.700000763,9.485712051,8.771718979,6.987190247,7.639886379,7.244469643,7.82093668,7.740174294,5.337242126
10.23264885,9.407914162,9.899521828,9.643914223,9.622650146,9.658280373,8.868535995,9.518888474,9.406324387,9.961605072,9.801945686,9.942993164,9.471623421,9.786934853,9.394603729,9.182412148,7.128738403,6.763523579,6.01899004,5.776856899,6.409636974,6.601576805,5.864776134
9.581424713,9.026950836,9.48253727,9.499835014,9.059516907,8.962799072,9.173840523,9.318405151,8.879208565,9.320336342,9.109683037,8.622843742,8.923033714,8.738061905,8.565325737,7.501795292,7.410850525,6.441369057,5.827778816,4.79513979,5.942352295,6.622957706,5.656950474
9.096229553,9.019578934,7.917208672,7.452093124,8.583011627,7.470928669,7.176194668,4.983122349,5.433973789,6.066226006,6.315014362,7.382505417,6.899393082,5.887244225,6.300871849,5.915664196,5.222726345,5.416400909,5.150092125,5.337242126,5.864776134,5.656950474,
